"id","A4_sum","B19_sum","B5_sum","B2_sum","C46_sum","C3_sum","C47a_sum","C1_sum","C45_sum","C42_sum","D1_sum","host_phylum","host_class","host_order","host_family","host_genus","host_species","site","area","reef_bay","collection_latitude","collection_longitude","collection_date","collection_year","collection_month","collection_depth","site_zone","number","no_sp","no_sp_lo","full_sample_id","m_y","m_y_s_z","sample_full","coral_species","Timepoint","bio_locator","site_zone.1","depth_m","f_reads_name","r_reads_name","sample_name_bioac","lat_lon","site_nice"
"H9",0,0,0,0,0,0,1,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef",12.26654,69.12768,"11/1/21",2021,"November",5,"SM_reef","28","28_porites","28_porites_SM_reef","28PPSMRNovember2021","November_2021","November_2021_SM_reef","SM_reef_H9_November_2021","Branching Porites sp.","Nov-21","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","H9_R1_NoIll.fastq.gz","H9_R2_NoIll.fastq.gz","H9_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"I10",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202003",2020,"March",1,"SW_bay","71","71_siderea","71_siderea_SW_bay","71SSSWBMarch2020","March_2020","March_2020_SW_bay","SW_bay_I10_March_2020","Siderastrea siderea","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","I10_R1_NoIll.fastq.gz","I10_R2_NoIll.fastq.gz","I10_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"I11",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202003",2020,"March",1,"SW_bay","88","88_siderea","88_siderea_SW_bay","88SSSWBMarch2020","March_2020","March_2020_SW_bay","SW_bay_I11_March_2020","Siderastrea siderea","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","I11_R1_NoIll.fastq.gz","I11_R2_NoIll.fastq.gz","I11_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"I12",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef",12.06624,68.86019,"202003",2020,"March",5,"SW_reef","1","1_siderea","1_siderea_SW_reef","1SSDBMarch2020","March_2020","March_2020_SW_reef","SW_reef_I12_March_2020","Siderastrea siderea","Mar-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","I12_R1_NoIll.fastq.gz","I12_R2_NoIll.fastq.gz","I12_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"J1",0,0,0,0,0,0.921049915717775,0,0,0,0,0.078950084282225,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef",12.06624,68.86019,"202003",2020,"March",5,"SW_reef","2","2_siderea","2_siderea_SW_reef","21SSDBMarch2020","March_2020","March_2020_SW_reef","SW_reef_J1_March_2020","Siderastrea siderea","Mar-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","J1_R1_NoIll.fastq.gz","J1_R2_NoIll.fastq.gz","J1_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"J10",0.989438382220442,0,0,0,0.00648213034337772,0,0,0,0,0.0040794874361798,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","SWB","SW","reef",12.07093,68.8585,"202003",2020,"March",5,"SW_reef","2","2_astreoides","2_astreoides_SW_reef","2PASWBMarch2020","March_2020","March_2020_SW_reef","SW_reef_J10_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","J10_R1_NoIll.fastq.gz","J10_R2_NoIll.fastq.gz","J10_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"J11",0.986757290067968,0,0,0,0.0125411094058321,0,0,0,0,0.000701600526200395,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","SWB","SW","reef",12.07093,68.8585,"202003",2020,"March",5,"SW_reef","3","3_astreoides","3_astreoides_SW_reef","3PASWBMarch2020","March_2020","March_2020_SW_reef","SW_reef_J11_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","J11_R1_NoIll.fastq.gz","J11_R2_NoIll.fastq.gz","J11_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"J12",0.993259760294292,0,0,0,0.000759463628812151,0,0,0.00598077607689569,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","DB","SW","bay",12.06624,68.86019,"202003",2020,"March",1,"SW_bay","2","2_astreoides","2_astreoides_SW_bay","2PADBMarch2020","March_2020","March_2020_SW_bay","SW_bay_J12_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","J12_R1_NoIll.fastq.gz","J12_R2_NoIll.fastq.gz","J12_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"J2",0,0.0835667405208812,0,0,0,0.00790100748296476,0,0,0,0,0.908532251996154,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202003",2020,"March",1,"SM_bay","14","14_siderea","14_siderea_SM_bay","14SSSMBMarch2020","March_2020","March_2020_SM_bay","SM_bay_J2_March_2020","Siderastrea siderea","Mar-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","J2_R1_NoIll.fastq.gz","J2_R2_NoIll.fastq.gz","J2_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"J3",0,0.106131121003642,0,0,0,0,0,0.606029947389721,0,0,0.287838931606637,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202003",2020,"March",1,"SM_bay","10","10_siderea","10_siderea_SM_bay","100SSSMBMarch2020","March_2020","March_2020_SM_bay","SM_bay_J3_March_2020","Siderastrea siderea","Mar-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","J3_R1_NoIll.fastq.gz","J3_R2_NoIll.fastq.gz","J3_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"J4",0,0.0109180480660409,0,0,0,0,0,0.00852140336861727,0,0,0.980560548565342,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef",12.26654,69.12768,"202003",2020,"March",5,"SM_reef","3","3_siderea","3_siderea_SM_reef","3SSSMRMarch2020","March_2020","March_2020_SM_reef","SM_reef_J4_March_2020","Siderastrea siderea","Mar-20","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","J4_R1_NoIll.fastq.gz","J4_R2_NoIll.fastq.gz","J4_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"J5",0,0,0,0,0,0.834259561948349,0,0,0,0,0.165740438051651,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef",12.26654,69.12768,"202003",2020,"March",5,"SM_reef","65","65_siderea","65_siderea_SM_reef","65SSSMRMarch2020","March_2020","March_2020_SM_reef","SM_reef_J5_March_2020","Siderastrea siderea","Mar-20","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","J5_R1_NoIll.fastq.gz","J5_R2_NoIll.fastq.gz","J5_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"J6",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay",12.07093,68.8585,"202003",2020,"March",1,"SW_bay","9","9_radians","9_radians_SW_bay","9SRSWBMarch2020","March_2020","March_2020_SW_bay","SW_bay_J6_March_2020","Siderastrea radians","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","J6_R1_NoIll.fastq.gz","J6_R2_NoIll.fastq.gz","J6_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"J7",0,0.0357359584653766,0,0,0.964264041534623,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay",12.26947,69.12917,"202003",2020,"March",1,"SM_bay","81","81_radians","81_radians_SM_bay","81SRSMBMarch2020","March_2020","March_2020_SM_bay","SM_bay_J7_March_2020","Siderastrea radians","Mar-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","J7_R1_NoIll.fastq.gz","J7_R2_NoIll.fastq.gz","J7_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"J8",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay",12.26947,69.12917,"202003",2020,"March",1,"SM_bay","94","94_radians","94_radians_SM_bay","94SRSMBMarch2020","March_2020","March_2020_SM_bay","SM_bay_J8_March_2020","Siderastrea radians","Mar-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","J8_R1_NoIll.fastq.gz","J8_R2_NoIll.fastq.gz","J8_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"J9",0.984885530117804,0,0,0,0.0134474327628362,0,0,0,0,0.00166703711935986,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","SWB","SW","bay",12.07093,68.8585,"202003",2020,"March",1,"SW_bay","1","1_astreoides","1_astreoides_SW_bay","1PASWBMarch2020","March_2020","March_2020_SW_bay","SW_bay_J9_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","J9_R1_NoIll.fastq.gz","J9_R2_NoIll.fastq.gz","J9_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"K1",0.97492573824917,0,0,0,0.0241132273283243,0,0,0,0,0.000961034422505679,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","DB","SW","bay",12.06624,68.86019,"202003",2020,"March",1,"SW_bay","12","12_astreoides","12_astreoides_SW_bay","12PADBMarch2020","March_2020","March_2020_SW_bay","SW_bay_K1_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K1_R1_NoIll.fastq.gz","K1_R2_NoIll.fastq.gz","K1_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"K10",0.00703905127412285,0,0,0,0,0.992960948725877,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef",12.26654,69.12768,"202011",2020,"November",5,"SM_reef","72","72_siderea","72_siderea_SM_reef","72SSSMRNovember2020","November_2020","November_2020_SM_reef","SM_reef_K10_November_2020","Siderastrea siderea","Nov-20","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","K10_R1_NoIll.fastq.gz","K10_R2_NoIll.fastq.gz","K10_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"K11",0,0,0,0,0.000248802637307955,0,0,0,0,0.00659326988866082,0.993157927474031,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay",12.07093,68.8585,"202011",2020,"November",1,"SW_bay","58","58_radians","58_radians_SW_bay","58SRSWBNovember2020","November_2020","November_2020_SW_bay","SW_bay_K11_November_2020","Siderastrea radians","Nov-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K11_R1_NoIll.fastq.gz","K11_R2_NoIll.fastq.gz","K11_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"K12",0,0,0,0,0,0,0,0,0.626506024096386,0.373493975903614,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay",12.07093,68.8585,"202011",2020,"November",1,"SW_bay","9","9_radians","9_radians_SW_bay","9SRSWBNovember2020","November_2020","November_2020_SW_bay","SW_bay_K12_November_2020","Siderastrea radians","Nov-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K12_R1_NoIll.fastq.gz","K12_R2_NoIll.fastq.gz","K12_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"K2",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","astreoides","DB","SW","bay",12.06624,68.86019,"202003",2020,"March",1,"SW_bay","87","87_astreoides","87_astreoides_SW_bay","87PADBMarch2020","March_2020","March_2020_SW_bay","SW_bay_K2_March_2020","Porites astreoides","Mar-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K2_R1_NoIll.fastq.gz","K2_R2_NoIll.fastq.gz","K2_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"K3",0,0.0262976573265962,0,0,0,0,0,0,0,0,0.973702342673404,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202011",2020,"November",1,"SW_bay","XX","XX_siderea","XX_siderea_SW_bay","XXSSSWBNovember2020","November_2020","November_2020_SW_bay","SW_bay_K3_November_2020","Siderastrea siderea","Nov-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K3_R1_NoIll.fastq.gz","K3_R2_NoIll.fastq.gz","K3_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"K4",0.0107624924695117,0.291759610531286,0,0,0,0,0,0,0,0,0.697477896999202,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202011",2020,"November",1,"SW_bay","71","71_siderea","71_siderea_SW_bay","71SSSWBNovember2020","November_2020","November_2020_SW_bay","SW_bay_K4_November_2020","Siderastrea siderea","Nov-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","K4_R1_NoIll.fastq.gz","K4_R2_NoIll.fastq.gz","K4_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"K5",0.00875148087285512,0,0,0,0,0.991248519127145,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef",12.06624,68.86019,"202011",2020,"November",5,"SW_reef","10","10_siderea","10_siderea_SW_reef","10SSDBNovember2020","November_2020","November_2020_SW_reef","SW_reef_K5_November_2020","Siderastrea siderea","Nov-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","K5_R1_NoIll.fastq.gz","K5_R2_NoIll.fastq.gz","K5_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"K6",0.00931614317441089,0,0,0,0,0.887917856421793,0,0,0,0,0.102766000403796,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef",12.06624,68.86019,"202011",2020,"November",5,"SW_reef","41","41_siderea","41_siderea_SW_reef","41SSDBNovember2020","November_2020","November_2020_SW_reef","SW_reef_K6_November_2020","Siderastrea siderea","Nov-20","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","K6_R1_NoIll.fastq.gz","K6_R2_NoIll.fastq.gz","K6_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"K7",0.00896267152864408,0.0690912580366567,0,0,0,0,0,0,0,0,0.921946070434699,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202011",2020,"November",1,"SM_bay","8","8_siderea","8_siderea_SM_bay","8SSSMBNovember2020","November_2020","November_2020_SM_bay","SM_bay_K7_November_2020","Siderastrea siderea","Nov-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","K7_R1_NoIll.fastq.gz","K7_R2_NoIll.fastq.gz","K7_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"K8",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202011",2020,"November",1,"SM_bay","40","40_siderea","40_siderea_SM_bay","40SSSMBNovember2020","November_2020","November_2020_SM_bay","SM_bay_K8_November_2020","Siderastrea siderea","Nov-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","K8_R1_NoIll.fastq.gz","K8_R2_NoIll.fastq.gz","K8_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"K9",0,0,0,0,0.000315409654058691,0,0.00589185233781636,0,0,0,0.993792738008125,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef",12.26654,69.12768,"202011",2020,"November",5,"SM_reef","48","48_siderea","48_siderea_SM_reef","48SSSMRNovember2020","November_2020","November_2020_SM_reef","SM_reef_K9_November_2020","Siderastrea siderea","Nov-20","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","K9_R1_NoIll.fastq.gz","K9_R2_NoIll.fastq.gz","K9_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"L1",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SWB","SW","bay",12.07093,68.8585,"202011",2020,"November",1,"SW_bay","91","91_radians","91_radians_SW_bay","91SRSWBNovember2020_duplicate","November_2020","November_2020_SW_bay","SW_bay_L1_November_2020","Siderastrea radians","Nov-20","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","L1_R1_NoIll.fastq.gz","L1_R2_NoIll.fastq.gz","L1_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"L10",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","8","8_siderea","8_siderea_SM_bay","8SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_L10_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L10_R1_NoIll.fastq.gz","L10_R2_NoIll.fastq.gz","L10_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L11",0,0.0119695556952967,0,0,0,0,0,0,0,0,0.988030444304703,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","18","18_siderea","18_siderea_SM_bay","18SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_L11_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L11_R1_NoIll.fastq.gz","L11_R2_NoIll.fastq.gz","L11_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L12",0,0.00754699824964197,0,0,0,0,0,0,0,0,0.992453001750358,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","33","33_siderea","33_siderea_SM_bay","33SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_L12_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L12_R1_NoIll.fastq.gz","L12_R2_NoIll.fastq.gz","L12_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L2",0,0.0198014119267635,0,0,0.980198588073237,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay",12.26947,69.12917,"202011",2020,"November",1,"SM_bay","36","36_radians","36_radians_SM_bay","36SRSMBNovember2020","November_2020","November_2020_SM_bay","SM_bay_L2_November_2020","Siderastrea radians","Nov-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L2_R1_NoIll.fastq.gz","L2_R2_NoIll.fastq.gz","L2_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L3",0,0,0,0,0,0,0,1,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay",12.26947,69.12917,"202011",2020,"November",1,"SM_bay","45","45_radians","45_radians_SM_bay","45SRSMBNovember2020","November_2020","November_2020_SM_bay","SM_bay_L3_November_2020","Siderastrea radians","Nov-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L3_R1_NoIll.fastq.gz","L3_R2_NoIll.fastq.gz","L3_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L4",0.989469159681926,0,0,0,0,0,0,0,0,0,0.0105308403180744,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay",12.26947,69.12917,"202011",2020,"November",1,"SM_bay","15","15_porites","15_porites_SM_bay","15PPSMBNovember2020","November_2020","November_2020_SM_bay","SM_bay_L4_November_2020","Branching Porites sp.","Nov-20","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","L4_R1_NoIll.fastq.gz","L4_R2_NoIll.fastq.gz","L4_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"L5",0,0,0,0,0,0,0,0,0,0.990353020473502,0.0096469795264976,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMR","SM","reef",12.26654,69.12768,"202011",2020,"November",5,"SM_reef","7","7_porites","7_porites_SM_reef","7PPSMRNovember2020","November_2020","November_2020_SM_reef","SM_reef_L5_November_2020","Branching Porites sp.","Nov-20","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","L5_R1_NoIll.fastq.gz","L5_R2_NoIll.fastq.gz","L5_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
"L6",0,0.0259044061700214,0,0,0,0,0,0,0,0,0.974095593829979,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202111",2021,"November",1,"SW_bay","71","71_siderea","71_siderea_SW_bay","71SSSWBNovember2021","November_2021","November_2021_SW_bay","SW_bay_L6_November_2021","Siderastrea siderea","Nov-21","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","L6_R1_NoIll.fastq.gz","L6_R2_NoIll.fastq.gz","L6_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"L7",0,0,0,0,0.00112220850634048,0,0,0.0173381214229604,0,0,0.981539670070699,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SWB","SW","bay",12.07093,68.8585,"202111",2021,"November",1,"SW_bay","94","94_siderea","94_siderea_SW_bay","94SSSWBNovember2021","November_2021","November_2021_SW_bay","SW_bay_L7_November_2021","Siderastrea siderea","Nov-21","Curaçao: Spaanse Water Bay","Spaanse Water Bay","1 m","L7_R1_NoIll.fastq.gz","L7_R2_NoIll.fastq.gz","L7_R1_NoIll","12.07093 N 68.8585 W","Spaanse Water Bay"
"L8",0,0,0,0,0,0.986765922249793,0,0,0,0,0.0132340777502068,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","DB","SW","reef",12.06624,68.86019,"202111",2021,"November",5,"SW_reef","38","38_siderea","38_siderea_SW_reef","38SSDBNovember2021","November_2021","November_2021_SW_reef","SW_reef_L8_November_2021","Siderastrea siderea","Nov-21","Curaçao: Spaanse Water Reef","Spaanse Water Reef","5 m","L8_R1_NoIll.fastq.gz","L8_R2_NoIll.fastq.gz","L8_R1_NoIll","12.06624 N 68.86019 W","Spaanse Water Reef"
"M1",0,0,0,0,0,0,0,1,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","39","39_siderea","39_siderea_SM_bay","39SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M1_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M1_R1_NoIll.fastq.gz","M1_R2_NoIll.fastq.gz","M1_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M10",0,0,0,0,1,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","radians","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","86","86_radians","86_radians_SM_bay","86SRSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M10_November_2021","Siderastrea radians","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M10_R1_NoIll.fastq.gz","M10_R2_NoIll.fastq.gz","M10_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M11",0.994245494979137,0,0,0,0.00316383144573341,0,0,0,0,0.00259067357512953,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","26","26_porites","26_porites_SM_bay","26PPSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M11_November_2021","Branching Porites sp.","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M11_R1_NoIll.fastq.gz","M11_R2_NoIll.fastq.gz","M11_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M12",1,0,0,0,0,0,0,0,0,0,0,"cnidaria","anthozoa","scleractinia","Poritidae","Porites","porites","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","97","97_porites","97_porites_SM_bay","97PPSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M12_November_2021","Branching Porites sp.","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M12_R1_NoIll.fastq.gz","M12_R2_NoIll.fastq.gz","M12_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M2",0,0.0776754021599577,0,0,0,0,0,0,0,0,0.922324597840042,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","44","44_siderea","44_siderea_SM_bay","44SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M2_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M2_R1_NoIll.fastq.gz","M2_R2_NoIll.fastq.gz","M2_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M3",0,0,0,0,0,0,0,0,0,0,1,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMB","SM","bay",12.26947,69.12917,"202111",2021,"November",1,"SM_bay","99","99_siderea","99_siderea_SM_bay","99SSSMBNovember2021","November_2021","November_2021_SM_bay","SM_bay_M3_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Bay","Santa Martha Bay","1 m","M3_R1_NoIll.fastq.gz","M3_R2_NoIll.fastq.gz","M3_R1_NoIll","12.26947 N 69.12917 W","Santa Martha Bay"
"M4",0,0.0795039930599852,0,0,0,0,0,0,0,0,0.920496006940015,"cnidaria","anthozoa","scleractinia","Siderastreidae","Siderastrea","siderea","SMR","SM","reef",12.26654,69.12768,"202111",2021,"November",5,"SM_reef","15","15_siderea","15_siderea_SM_reef","15SSSMRNovember2021","November_2021","November_2021_SM_reef","SM_reef_M4_November_2021","Siderastrea siderea","Nov-21","Curaçao: Santa Martha Reef","Santa Martha Reef","5 m","M4_R1_NoIll.fastq.gz","M4_R2_NoIll.fastq.gz","M4_R1_NoIll","12.26654 N 69.12768 W","Santa Martha Reef"
